Player,Country,Position,Goals,Minutes Played,Assists,Attempts On Target,Attempts At Goal,Attempts At Goal Conv. Rate (%),Attempts Inside the Penalty Area,Attempts Outside the Penalty Area,Headed Attempts at Goal,xG,xG Efficiency,Corners,Own Goals,Forced Turnovers,Defensive Pressures Applied,Defensive Pressures Directly Applied,Passes,Passes Completed,Passing Accuracy (%),Crosses,Crossing Accuracy (%),Take-Ons Completed,Defensive Linebreaks Attempted,Defensive Linebreaks Acc (%),Switches of Play Attempted,Switches of Play Acc (%),Fouls Against,Fouls For,Yellow Cards,Red Cards,Indirect Red Cards,Offsides,Infraction Score,Goalkeeper Saves,Goalkeeper Actions Inside the Penalty Area,Goalkeeper Actions Outside the Penalty Area,Total Actions
Geronimo Rulli,ARG,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ibrahim Sadeh,JOR,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Carl Sainte,HAI,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Brice Samba,FRA,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Cesar Samudio,PAN,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ederson,BRA,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Mamadou Sarr,SEN,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Alessandro Schoepf,AUT,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bremer,BRA,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Eric Smith,SWE,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Hugo Sochurek,CZE,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Song Bumkeun,KOR,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
John Souttar,SCO,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Kelvin Pires,CPV,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dayne St Clair,CAN,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jindrich Stanek,CZE,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Abdul Mumin,GHA,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Michael Svoboda,AUT,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Ahmed Reda Tagnaouti,MAR,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Mohammad Abughoush,JOR,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sander Tangvik,NOR,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Keeto Thermoncy,HAI,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jehad Thikri,KSA,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Yassine Titraoui,ALG,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Mohamed Amine Tougai,ALG,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
James Trafford,ENG,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Avazbek Ulmasaliyev,UZB,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Anthony Valencia,ECU,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Gonzalo Valle,ECU,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ben Waine,NZL,FW,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Joel Waterman,CAN,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Mats Wieffer,NED,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Florian Wiegele,AUT,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Michael Woud,NZL,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Cesar Yanis,PAN,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rodrigo Zalazar,URU,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Martin Zlomislic,BIH,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Fabian Balbuena,PAR,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Baba Rahman,GHA,DF,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Borja Iglesias,ESP,FW,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Marcus Thuram,FRA,FW,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Mathew Ryan,AUS,GK,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Max Arfsten,USA,DF,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Yerry Mina,COL,DF,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,3,3,100.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,
Fares Ghedjemis,ALG,FW,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sherzod Esanov,UZB,MF,0,3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Marc Pubill,ESP,DF,0,3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Matheus Nunes,POR,MF,0,4,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Haji Wright,USA,FW,0,4,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,
Gustaf Nilsson,SWE,FW,0,5,0,0,1,0,1,0,1,0.01,0.0,0,0,0,3,0,2,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Trevoh Chalobah,ENG,DF,0,6,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Brandley Kuwas,CUW,FW,0,6,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,4,3,75.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,
Shurandy Sambo,CUW,DF,0,6,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,3,3,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Ibrahim Adel,EGY,FW,0,7,0,0,0,0,0,0,0,0.0,0.0,0,0,2,4,2,6,4,66.67,0,0,0,2,100,0,0,0,0,0,0,0,0,0,,,,
Irfan Can Kahveci,TUR,FW,0,7,0,0,0,0,0,0,0,0.0,0.0,0,0,0,4,1,2,2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Ross Stewart,SCO,FW,0,7,0,0,0,0,0,0,0,0.0,0.0,0,0,0,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Andres Gomez,COL,FW,0,7,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rodrigo Aguirre,URU,FW,0,8,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Khalid Alghannam,KSA,FW,0,8,0,0,0,0,0,0,0,0.0,0.0,0,0,0,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Alberto Quintero,PAN,MF,0,8,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,3,3,100.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,
Maghnes Akliouche,FRA,MF,0,10,0,0,0,0,0,0,0,0.0,0.0,0,0,0,8,2,7,5,71.43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Carl Starfelt,SWE,DF,0,10,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,12,11,91.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Gedeon Kalulu,COD,DF,0,10,0,0,0,0,0,0,0,0.0,0.0,0,0,0,3,3,6,5,83.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,
Marten De Roon,NED,MF,0,11,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Anibal Godoy,PAN,MF,0,11,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2,1,8,8,100.0,1,0,0,1,100,1,0,0,1,0,0,0,0,0,,,,
Keisuke Goto,JPN,FW,0,11,0,0,0,0,0,0,0,0.0,0.0,0,0,1,6,3,1,1,100.0,0,0,0,1,100,0,0,0,1,0,0,0,0,0,,,,
Mohammad Abuzraiq,JOR,FW,0,12,0,0,0,0,0,0,0,0.0,0.0,0,0,0,10,3,5,4,80.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,,,,
Godfried Roemeratoe,CUW,MF,0,12,0,0,0,0,0,0,0,0.0,0.0,0,0,0,4,0,3,1,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jordan Henderson,ENG,MF,0,12,0,0,0,0,0,0,0,0.0,0.0,1,0,0,4,0,13,12,92.31,1,0,0,0,0,0,0,0,1,1,0,0,0,1,,,,
Christian Fassnacht,SUI,FW,0,12,0,0,0,0,0,0,0,0.0,0.0,0,0,0,8,2,5,5,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jens Petter Hauge,NOR,MF,0,12,0,0,0,0,0,0,0,0.0,0.0,0,0,0,11,2,3,2,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Amir Hadziahmetovic,BIH,MF,0,12,0,0,0,0,0,0,0,0.0,0.0,1,0,0,4,0,3,3,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Mojmir Chytil,CZE,FW,0,12,0,0,0,0,0,0,0,0.0,0.0,0,0,1,4,1,2,2,100.0,0,0,0,1,100,0,0,1,0,0,0,0,0,0,,,,
Jayden Nelson,CAN,FW,0,12,0,0,1,0,0,1,0,0.07,0.0,0,0,1,2,0,8,6,75.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,
Cesar Huerta,MEX,FW,0,12,0,0,0,0,0,0,0,0.0,0.0,0,0,0,4,1,2,2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Kento Shiogai,JPN,FW,0,12,0,0,0,0,0,0,0,0.0,0.0,0,0,0,6,2,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Felix Torres,ECU,DF,0,12,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Lucas Mendes,QAT,DF,0,13,0,0,0,0,0,0,0,0.0,0.0,0,0,1,5,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,
Mohammad Abuhasheesh,JOR,DF,0,13,0,0,0,0,0,0,0,0.0,0.0,0,0,0,7,2,3,3,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Kamogelo Sebelebele,RSA,FW,0,13,0,0,0,0,0,0,0,0.0,0.0,0,0,1,4,0,5,4,80.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,
Yassin Fortune,HAI,FW,0,13,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,5,5,100.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,
Derrick Etienne,HAI,FW,0,14,0,0,0,0,0,0,0,0.0,0.0,1,0,0,2,0,8,4,50.0,2,50,0,2,0,0,0,0,0,0,0,0,0,0,,,,
Eric Davis,PAN,DF,0,14,0,0,1,0,0,1,0,0.0,0.0,2,0,1,1,1,7,3,42.86,3,33,0,2,0,0,0,0,1,0,0,0,0,0,,,,
Alex Sandro,BRA,DF,0,15,0,0,0,0,0,0,0,0.0,0.0,0,0,0,4,2,13,13,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,
Caglar Soyuncu,TUR,DF,0,15,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,4,3,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Mohammad Aldaoud,JOR,MF,0,15,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,5,2,40.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,
Mohamed Abdelmoneim,EGY,DF,0,15,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,14,14,100.0,0,0,0,0,0,1,100,1,0,0,0,0,0,0,,,,
Assane Diao,SEN,FW,0,16,0,0,0,0,0,0,0,0.0,0.0,0,0,1,3,0,12,12,100.0,0,0,2,3,33,0,0,0,0,0,0,0,0,0,,,,
Bamba Dieng,SEN,FW,0,16,0,0,0,0,0,0,0,0.0,0.0,0,0,2,15,0,3,3,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jamshid Iskanderov,UZB,MF,0,16,0,0,0,0,0,0,0,0.0,0.0,1,0,0,4,0,17,11,64.71,1,0,0,2,50,0,0,0,0,0,0,0,0,0,,,,
Noa Lang,NED,FW,0,17,0,0,0,0,0,0,0,0.0,0.0,0,0,2,6,1,13,11,84.62,1,0,1,2,100,0,0,0,1,0,0,0,0,0,,,,
Yuito Suzuki,JPN,MF,0,17,0,0,0,0,0,0,0,0.0,0.0,0,0,0,7,2,4,4,100.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,
Jonathan Osorio,CAN,MF,0,17,0,0,1,0,1,0,0,0.04,0.0,0,0,1,3,1,9,6,66.67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,
Callan Elliot,NZL,DF,0,18,0,0,0,0,0,0,0,0.0,0.0,0,0,0,4,1,6,4,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Alejandro Romero Gamarra,PAR,FW,0,18,0,0,0,0,0,0,0,0.0,0.0,0,0,3,13,5,10,6,60.0,0,0,0,0,0,1,100,1,1,0,0,0,0,0,,,,
Guillermo Ochoa,MEX,GK,0,18,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,9,4,44.44,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0.0,3.0,3.0,6.0
Alexis Vega,MEX,FW,0,18,0,0,0,0,0,0,0,0.0,0.0,0,0,1,3,0,10,10,100.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,
Themba Zwane,RSA,MF,0,19,0,0,0,0,0,0,0,0.0,0.0,0,0,2,12,0,7,5,71.43,0,0,0,0,0,0,0,1,0,0,1,0,0,3,,,,
Jean Michael Seri,CIV,MF,0,19,0,0,0,0,0,0,0,0.0,0.0,2,0,0,5,1,17,16,94.12,3,0,0,2,50,0,0,0,0,0,0,0,0,0,,,,
David Zima,CZE,DF,0,19,0,0,0,0,0,0,0,0.0,0.0,0,0,0,4,1,7,6,85.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Amer Jamous,JOR,MF,0,19,0,0,0,0,0,0,0,0.0,0.0,0,0,2,26,2,4,4,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,
Ramon Sosa,PAR,MF,0,19,0,0,0,0,0,0,0,0.0,0.0,0,0,0,12,1,3,3,100.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,
Tyrese Noslin,CUW,FW,0,19,0,0,0,0,0,0,0,0.0,0.0,0,0,0,7,2,9,5,55.56,3,33,0,1,0,0,0,0,2,0,0,0,0,0,,,,
Mohanad Ali,IRQ,FW,0,20,0,0,0,0,0,0,0,0.0,0.0,0,0,1,14,1,2,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Roshon Van Eijma,CUW,DF,0,20,0,0,0,0,0,0,0,0.0,0.0,0,0,1,5,3,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Kenji Gorre,CUW,FW,0,20,0,0,0,0,0,0,0,0.0,0.0,0,0,0,8,1,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Kendry Paez,ECU,MF,0,20,0,0,0,0,0,0,0,0.0,0.0,0,0,2,7,3,10,9,90.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,,,,
Findlay Curtis,SCO,FW,0,21,0,0,0,0,0,0,0,0.0,0.0,0,0,1,12,0,2,2,100.0,2,0,1,1,100,0,0,1,0,1,0,0,0,1,,,,
Armando Gonzalez,MEX,FW,0,21,0,0,0,0,0,0,0,0.0,0.0,0,0,0,7,0,1,1,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,
Alphonso Davies,CAN,DF,0,22,0,0,0,0,0,0,0,0.0,0.0,0,0,1,4,0,18,14,77.78,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
Saed Alrosan,JOR,DF,0,22,0,0,0,0,0,0,0,0.0,0.0,0,0,1,3,1,13,12,92.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Alex Zendejas,USA,FW,0,22,0,0,1,0,1,0,0,0.0,0.0,0,0,1,16,2,7,6,85.71,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,
Zakaria El Ouahdi,MAR,DF,0,22,0,0,0,0,0,0,0,0.0,0.0,0,0,0,3,1,14,14,100.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,,,
Simon Adingra,CIV,FW,0,22,0,0,0,0,0,0,0,0.0,0.0,1,0,0,11,1,10,9,90.0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Ken Sema,SWE,MF,0,22,0,0,1,0,1,0,0,0.06,0.0,0,0,2,5,2,3,3,100.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,
Shuto Machino,JPN,FW,0,23,0,0,0,0,0,0,0,0.0,0.0,0,0,1,4,1,4,3,75.0,1,0,1,0,0,1,100,1,0,0,0,0,0,0,,,,
Luka Sucic,CRO,MF,0,23,0,0,1,0,0,1,0,0.04,0.0,0,0,1,7,0,3,1,33.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,
Anthony Ralston,SCO,DF,0,23,0,1,1,0,1,0,0,0.02,0.0,0,0,2,9,2,5,5,100.0,1,100,1,1,100,1,100,2,0,0,0,0,0,0,,,,
Azizbek Amonov,UZB,FW,0,23,0,0,1,0,0,1,0,0.01,0.0,0,0,1,4,0,6,5,83.33,1,0,2,0,0,1,100,0,0,0,0,0,0,0,,,,
Pascal Gross,GER,MF,0,24,0,0,1,0,0,1,0,0.04,0.0,0,0,1,15,1,14,14,100.0,1,0,0,1,100,0,0,1,0,0,0,0,0,0,,,,
Valentin Barco,ARG,MF,0,24,0,0,0,0,0,0,0,0.0,0.0,0,0,0,7,2,20,17,85.0,0,0,0,1,100,0,0,0,1,0,0,0,0,0,,,,
Aimar Sher,IRQ,MF,0,24,0,0,0,0,0,0,0,0.0,0.0,0,0,0,4,2,22,20,90.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Mustafa Saadoon,IRQ,DF,0,24,0,0,0,0,0,0,0,0.0,0.0,0,0,0,6,2,1,1,100.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,
Almoez Ali,QAT,FW,0,24,0,1,1,0,1,0,1,0.05,0.0,0,0,1,11,2,3,2,66.67,0,0,0,1,100,0,0,0,0,0,0,0,0,0,,,,
Yang Hyunjun,KOR,MF,0,25,0,1,1,0,1,0,0,0.19,0.0,0,0,2,10,1,13,9,69.23,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,
Haris Tabakovic,BIH,FW,0,25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Noah Okafor,SUI,FW,0,25,0,0,1,0,1,0,0,0.18,0.0,0,0,1,11,3,9,7,77.78,0,0,1,2,0,0,0,0,0,0,0,0,0,0,,,,
Samir Chergui,ALG,DF,0,25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,4,0,24,23,95.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Samu Costa,POR,DF,0,26,0,0,0,0,0,0,0,0.0,0.0,0,0,2,10,1,11,11,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Senne Lammens,BEL,GK,0,26,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,13,6,46.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,7.0,5.0,12.0
Amirhossein Hosseinzadeh,IRN,FW,0,26,0,0,1,0,1,0,0,0.09,0.0,0,0,3,13,3,14,10,71.43,0,0,0,3,67,1,100,0,0,0,0,0,0,0,,,,
Dzenis Burnic,BIH,MF,0,27,0,0,1,0,0,1,0,0.02,0.0,0,0,0,6,0,8,7,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Evann Guessand,CIV,FW,0,27,0,0,1,0,1,0,1,0.14,0.0,0,0,2,9,2,5,4,80.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,
Mortadha Ben Ouanes,TUN,DF,0,27,0,0,0,0,0,0,0,0.0,0.0,0,0,3,10,3,4,3,75.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,
Kevin Castano,COL,MF,0,28,0,0,0,0,0,0,0,0.0,0.0,0,0,1,9,0,14,14,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Adil Boulbina,ALG,FW,0,28,0,0,0,0,0,0,0,0.0,0.0,0,0,1,13,0,19,16,84.21,0,0,1,1,100,1,100,0,0,0,0,0,1,0,,,,
Braian Ojeda,PAR,MF,0,28,0,0,0,0,0,0,0,0.0,0.0,0,0,1,4,1,7,6,85.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sondre Langas,NOR,DF,0,29,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,1,10,9,90.0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,,,,
Kevin Yakob,IRQ,MF,0,29,0,0,1,0,1,0,0,0.07,0.0,0,0,1,18,2,12,9,75.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,,,
Eric Garcia,ESP,DF,0,29,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,1,11,10,90.91,0,0,0,0,0,1,100,1,0,0,0,0,0,0,,,,
Mehdi Torabi,IRN,MF,0,29,0,0,0,0,0,0,0,0.0,0.0,0,0,1,13,1,20,17,85.0,2,0,0,1,100,0,0,0,0,0,0,0,0,0,,,,
Martin Zubimendi,ESP,MF,0,29,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,24,22,91.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Marco Friedl,AUT,DF,0,30,0,0,0,0,0,0,0,0.0,0.0,0,0,0,4,1,31,30,96.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Awer Mabil,AUS,FW,0,31,0,0,1,0,0,1,0,0.03,0.0,0,0,1,20,0,8,5,62.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,
Luis Chavez,MEX,MF,0,31,0,0,0,0,0,0,0,0.0,0.0,0,0,1,4,3,28,28,100.0,1,0,0,1,100,0,0,1,0,0,0,0,0,0,,,,
Mohamed Amoura,ALG,FW,0,31,0,0,0,0,0,0,0,0.0,0.0,0,0,2,32,1,8,7,87.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,
Duckens Nazon,HAI,FW,0,31,0,1,1,0,0,1,0,0.12,0.0,0,0,1,6,0,3,1,33.33,0,0,1,0,0,0,0,0,1,1,0,0,0,1,,,,
